City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Rawson,AR,2021-09-19 01:43:00,-43.3002,-65.1023,52.41,50,5,6.58
295,Torbay,CA,2021-09-19 01:43:00,47.6666,-52.7314,62.38,92,90,17.27
296,Mbala,ZM,2021-09-19 01:43:01,-8.8402,31.3659,64.38,56,11,13.04
297,Esperance,AU,2021-09-19 01:43:01,-33.8667,121.9,60.64,84,96,16.17
298,Sola,VU,2021-09-19 01:43:02,-13.8833,167.55,79.72,79,11,21.47
299,Scarborough,GB,2021-09-19 01:43:03,54.2797,-0.4044,63.52,83,100,4.0
300,Antofagasta,CL,2021-09-19 01:43:03,-23.65,-70.4,56.48,81,100,4.0
301,Phan Thiet,VN,2021-09-19 01:43:03,10.9333,108.1,75.52,93,100,2.46
302,Anloga,GH,2021-09-19 01:43:03,5.7947,0.8973,79.02,86,84,9.31
303,Lebu,CL,2021-09-19 01:43:04,-37.6167,-73.65,47.71,80,3,10.09
304,Dongobesh,TZ,2021-09-19 01:43:04,-4.0667,35.3833,51.28,89,37,5.57
305,Auki,SB,2021-09-19 01:43:04,-8.7676,160.7034,84.94,69,31,5.77
306,Broken Hill,AU,2021-09-19 01:43:05,-31.95,141.4333,67.71,22,0,12.66
307,Toamasina,MG,2021-09-19 01:43:05,-18.1667,49.3833,71.6,83,75,9.22
308,Ahipara,NZ,2021-09-19 01:43:05,-35.1667,173.1667,57.49,62,100,9.04
309,Marsh Harbour,BS,2021-09-19 01:43:06,26.5412,-77.0636,82.94,69,11,6.82
310,Trostberg,DE,2021-09-19 01:43:06,48.0279,12.5582,49.91,87,0,2.04
311,Tuatapere,NZ,2021-09-19 01:43:06,-46.1333,167.6833,50.83,70,100,9.55
312,Puerto Suarez,BO,2021-09-19 01:43:06,-18.95,-57.8,84.0,28,24,3.36
313,Arroyo,ES,2021-09-19 01:43:07,41.6096,-4.7969,53.15,81,0,4.61
314,Izhma,RU,2021-09-19 01:43:07,65.0083,53.9113,35.69,89,100,11.27
315,Puerto Carreno,CO,2021-09-19 01:43:07,6.189,-67.4859,76.53,89,99,6.31
316,Visby,SE,2021-09-19 01:43:08,57.6409,18.296,50.95,76,90,8.05
317,Khani,GE,2021-09-19 01:43:08,41.9563,42.9566,53.17,78,8,5.88
318,Arbuzynka,UA,2021-09-19 01:43:08,47.9097,31.3196,54.07,90,16,6.06
319,Comodoro Rivadavia,AR,2021-09-19 01:43:08,-45.8667,-67.5,46.26,81,90,3.44
320,Lisala,CD,2021-09-19 01:43:09,2.15,21.5167,69.46,97,100,0.47
321,San Fernando,PH,2021-09-19 01:43:09,15.0286,120.6898,82.49,86,99,2.95
322,Lavrentiya,RU,2021-09-19 01:43:09,65.5833,-171.0,38.08,98,100,10.74
323,Dingle,PH,2021-09-19 01:43:10,10.9995,122.6711,84.76,73,25,1.52
324,Jennings,US,2021-09-19 01:43:10,38.7192,-90.2604,81.18,76,1,0.0
325,Tikhvin,RU,2021-09-19 01:43:10,59.6451,33.5294,32.5,90,94,6.02
326,Mandapam,IN,2021-09-19 01:43:11,9.2833,79.1167,84.0,72,100,5.68
327,Upington,ZA,2021-09-19 01:43:11,-28.4478,21.2561,59.38,15,0,2.3
328,Vocklabruck,AT,2021-09-19 01:43:11,48.0167,13.65,52.27,94,16,1.48
329,Arys,KZ,2021-09-19 01:43:12,42.4252,68.795,64.62,29,0,4.41
330,Oudtshoorn,ZA,2021-09-19 01:43:12,-33.5907,22.2014,48.56,42,35,4.61
331,Hami,CN,2021-09-19 01:41:55,42.8,93.45,76.14,19,2,6.93
332,Pedasi,PA,2021-09-19 01:43:12,7.5333,-80.0333,80.35,84,100,5.21
333,Waitati,NZ,2021-09-19 01:43:13,-45.75,170.5667,49.8,76,100,9.98
334,Azare,NG,2021-09-19 01:43:13,11.6765,10.1948,76.28,75,62,7.18
335,Moron,AR,2021-09-19 01:43:13,-34.6534,-58.6198,62.02,94,0,5.01
336,Severo-Kurilsk,RU,2021-09-19 01:43:14,50.6789,156.125,52.99,89,100,13.22
337,Baudh,IN,2021-09-19 01:43:14,20.8416,84.3213,77.4,93,100,1.54
338,Santa Rosa,PH,2021-09-19 01:43:14,14.3122,121.1114,81.1,84,100,11.32
339,Gari,RU,2021-09-19 01:43:14,59.4307,62.3497,35.11,97,100,12.71
340,Arrecife,ES,2021-09-19 01:43:15,28.963,-13.5477,73.47,73,0,9.22
341,Cisnadie,RO,2021-09-19 01:43:15,45.7167,24.15,49.78,87,0,4.61
342,Sao Joao Do Piaui,BR,2021-09-19 01:43:15,-8.3581,-42.2467,76.39,41,4,4.56
343,Carbonia,IT,2021-09-19 01:43:16,39.1672,8.5222,72.0,74,1,3.91
344,Killybegs,IE,2021-09-19 01:43:16,54.6333,-8.45,54.45,93,100,7.34
345,Flinders,AU,2021-09-19 01:43:16,-34.5833,150.8552,74.05,42,6,10.0
346,Khanpur,PK,2021-09-19 01:43:16,28.6453,70.6567,90.63,50,0,8.41
347,Margate,GB,2021-09-19 01:43:17,51.3813,1.3862,62.96,87,100,9.17
348,Pangody,RU,2021-09-19 01:43:17,65.85,74.4859,37.98,89,100,15.82
349,Hamilton,US,2021-09-19 01:43:17,39.1834,-84.5333,79.0,78,1,0.0
350,Tiznit,MA,2021-09-19 01:43:18,29.5833,-9.5,65.86,83,100,1.88
351,Oxford,GB,2021-09-19 01:41:31,51.7522,-1.256,59.92,91,100,1.41
352,Dunedin,NZ,2021-09-19 01:39:11,-45.8742,170.5036,49.8,76,100,10.0
353,Lai,TD,2021-09-19 01:43:18,9.3952,16.2989,71.94,89,93,3.36
354,Tupancireta,BR,2021-09-19 01:43:19,-29.0806,-53.8358,61.05,96,27,7.65
355,Gondanglegi,ID,2021-09-19 01:43:19,-7.7479,112.0132,85.78,56,85,10.04
356,Changying,CN,2021-09-19 01:43:19,52.8733,123.3213,50.04,46,31,5.73
357,San Cristobal,VE,2021-09-19 01:43:20,7.7669,-72.225,77.18,97,100,2.91
358,Giaveno,IT,2021-09-19 01:43:20,45.047,7.3492,63.77,81,77,1.01
359,Najran,SA,2021-09-19 01:43:20,17.4924,44.1277,72.25,16,85,3.38
360,Guaruja,BR,2021-09-19 01:43:21,-23.9931,-46.2564,76.15,92,43,1.86
361,Kaduna,NG,2021-09-19 01:40:31,10.5222,7.4383,69.85,92,46,4.29
362,Aljezur,PT,2021-09-19 01:43:21,37.3191,-8.8033,60.85,79,0,12.19
363,Mikuni,JP,2021-09-19 01:43:22,36.2171,136.1519,78.71,67,63,19.35
364,Bima,ID,2021-09-19 01:43:22,-8.4667,118.7167,90.1,47,22,5.26
365,Araruama,BR,2021-09-19 01:43:22,-22.8728,-42.3431,68.99,94,7,3.56
366,Muisne,EC,2021-09-19 01:43:22,0.6,-80.0333,74.98,89,100,10.65
367,Toro,CO,2021-09-19 01:43:23,4.6117,-76.0814,76.28,95,97,2.15
368,Prichard,US,2021-09-19 01:41:51,30.7388,-88.0789,78.73,92,40,0.0
369,Murgab,TM,2021-09-19 01:43:23,37.4966,61.9714,66.07,42,0,6.91
370,Kentau,KZ,2021-09-19 01:43:23,43.5206,68.5094,66.06,31,7,5.41
371,Itaituba,BR,2021-09-19 01:43:24,-4.2761,-55.9836,78.55,70,92,0.22
372,Coihaique,CL,2021-09-19 01:43:24,-45.5752,-72.0662,39.15,87,40,5.75
373,Darhan,MN,2021-09-19 01:43:24,49.4867,105.9228,60.28,66,18,2.33
374,Kartaly,RU,2021-09-19 01:43:25,53.0522,60.6467,36.64,68,44,14.2
375,Xinyu,CN,2021-09-19 01:43:25,27.8043,114.9334,89.73,54,8,10.29
376,Port Antonio,JM,2021-09-19 01:43:25,18.18,-76.4612,84.11,83,40,2.95
377,Hovd,MN,2021-09-19 01:43:26,48.0056,91.6419,60.76,37,0,5.97
378,Mount Isa,AU,2021-09-19 01:38:42,-20.7333,139.5,85.77,26,0,12.66
379,Lakes Entrance,AU,2021-09-19 01:43:26,-37.8811,147.981,65.16,41,97,10.11
380,Varhaug,NO,2021-09-19 01:43:26,58.6147,5.6457,56.89,75,96,25.84
381,Baiut,RO,2021-09-19 01:43:26,47.6167,24.0,50.22,91,99,4.0
382,Kirakira,SB,2021-09-19 01:43:27,-10.4544,161.9205,83.97,74,32,13.87
383,Kaoma,ZM,2021-09-19 01:38:41,-14.7833,24.8,69.03,56,6,9.22
384,Sergeyevka,KZ,2021-09-19 01:43:27,53.88,67.4158,36.14,88,44,11.68
385,Lisakovsk,KZ,2021-09-19 01:43:28,52.5369,62.4936,36.21,81,13,11.03
386,Clarence Town,AU,2021-09-19 01:43:28,-32.5833,151.7833,75.34,28,0,8.19
387,Omsukchan,RU,2021-09-19 01:43:28,62.5333,155.8,44.73,87,100,7.07
388,Yerbogachen,RU,2021-09-19 01:43:28,61.2767,108.0108,48.0,53,100,9.35
389,Itatinga,BR,2021-09-19 01:43:29,-23.1017,-48.6158,68.34,71,13,4.79
390,Itoman,JP,2021-09-19 01:43:29,26.1247,127.6694,84.58,74,20,8.05
391,Khandyga,RU,2021-09-19 01:38:58,62.6667,135.6,46.81,82,100,6.24
392,Kulhudhuffushi,MV,2021-09-19 01:43:29,6.6221,73.07,82.08,77,35,8.61
393,Nantucket,US,2021-09-19 01:43:25,41.2835,-70.0995,66.96,94,0,10.07
394,Mangrol,IN,2021-09-19 01:43:30,21.1167,70.1167,80.42,86,98,6.42
395,Umm Lajj,SA,2021-09-19 01:43:30,25.0213,37.2685,80.87,63,2,8.34
396,Waipawa,NZ,2021-09-19 01:43:30,-41.4122,175.5153,54.45,65,33,14.56
397,Burnie,AU,2021-09-19 01:43:31,-41.0667,145.9167,53.92,95,100,24.96
398,Yurla,RU,2021-09-19 01:43:31,59.3259,54.3223,35.67,78,100,10.78
399,Chancay,PE,2021-09-19 01:43:31,-11.5714,-77.2672,59.56,84,50,8.19
400,Aboisso,CI,2021-09-19 01:43:32,5.4678,-3.2071,73.17,97,100,2.53
401,Coahuayana,MX,2021-09-19 01:43:32,18.7333,-103.6833,77.38,93,100,2.33
402,Inhambane,MZ,2021-09-19 01:43:32,-23.865,35.3833,65.26,57,87,8.05
403,Lorengau,PG,2021-09-19 01:43:33,-2.0226,147.2712,83.8,74,80,7.92
404,Las Choapas,MX,2021-09-19 01:39:59,17.9333,-94.0833,77.63,89,100,4.59
405,Kerman,IR,2021-09-19 01:43:33,30.2832,57.0788,55.26,19,0,4.61
406,Amalapuram,IN,2021-09-19 01:43:33,16.5833,82.0167,80.98,80,100,2.73
407,Maltahohe,NA,2021-09-19 01:43:33,-24.8333,16.9833,54.99,31,0,9.37
408,Ilulissat,GL,2021-09-19 01:43:34,69.2167,-51.1,21.22,63,1,2.3
409,Lamont,US,2021-09-19 01:43:34,35.2597,-118.9143,84.79,33,0,8.3
410,Verkhnyaya Toyma,RU,2021-09-19 01:43:34,62.2349,44.9985,38.52,67,99,7.49
411,Chapais,CA,2021-09-19 01:43:35,49.7834,-74.8492,47.98,67,100,2.19
412,Kolarovo,SK,2021-09-19 01:43:35,47.9229,17.9847,58.1,86,56,8.32
413,Atasu,KZ,2021-09-19 01:43:35,48.6814,71.6433,46.26,60,85,8.46
414,Meulaboh,ID,2021-09-19 01:43:36,4.1363,96.1285,74.75,93,100,5.03
415,Okha,RU,2021-09-19 01:43:36,53.5739,142.9478,51.46,61,53,20.78
416,Pimentel,PE,2021-09-19 01:43:36,-6.8367,-79.9342,63.3,81,50,15.66
417,Gopalpur,IN,2021-09-19 01:43:37,19.2667,84.9167,81.75,79,100,2.93
418,Necochea,AR,2021-09-19 01:43:37,-38.5473,-58.7368,51.04,84,5,10.78
419,Ramacca,IT,2021-09-19 01:43:37,37.3881,14.6927,77.67,90,10,4.79
420,Veraval,IN,2021-09-19 01:43:38,20.9,70.3667,80.44,88,94,7.27
421,Maniitsoq,GL,2021-09-19 01:43:38,65.4167,-52.9,35.6,53,3,7.0
422,Arrifes,PT,2021-09-19 01:43:38,37.7667,-25.7,64.65,72,40,5.75
423,Loudi,CN,2021-09-19 01:43:39,27.7344,111.9944,89.26,55,7,8.57
424,Kushiro,JP,2021-09-19 01:43:39,42.975,144.3747,72.55,64,20,10.36
425,Eureka,US,2021-09-19 01:43:39,40.8021,-124.1637,65.68,75,68,5.01
426,Kirkuk,IQ,2021-09-19 01:43:39,35.4681,44.3922,78.1,28,0,4.68
427,Goderich,CA,2021-09-19 01:43:40,43.7501,-81.7165,62.91,76,66,4.61
428,Kaitangata,NZ,2021-09-19 01:43:40,-46.2817,169.8464,54.14,61,100,8.63
429,Kachiry,KZ,2021-09-19 01:43:40,53.0675,76.1036,49.86,66,99,13.6
430,Bathsheba,BB,2021-09-19 01:43:30,13.2167,-59.5167,77.61,83,20,5.75
431,Victor Harbor,AU,2021-09-19 01:43:41,-35.5667,138.6167,63.81,62,10,5.01
432,Riyadh,SA,2021-09-19 01:41:17,24.6877,46.7219,80.74,16,0,7.14
433,Faanui,PF,2021-09-19 01:43:41,-16.4833,-151.75,77.83,75,54,17.78
434,Tombouctou,ML,2021-09-19 01:43:42,20.0,-3.0,90.34,14,0,5.64
435,Calama,CL,2021-09-19 01:43:42,-22.4667,-68.9333,53.65,22,75,1.19
436,Shaki,AZ,2021-09-19 01:43:42,41.0833,47.1667,61.99,68,6,2.95
437,Dubti,ET,2021-09-19 01:39:21,11.7361,41.0853,86.88,30,6,8.5
438,Kloulklubed,PW,2021-09-19 01:43:42,7.0419,134.2556,81.1,77,100,19.89
439,Gigmoto,PH,2021-09-19 01:43:43,13.7796,124.39,78.76,92,100,1.5
440,Port-Cartier,CA,2021-09-19 01:43:43,50.0334,-66.8654,56.93,73,100,6.22
441,Santa Isabel,BR,2021-09-19 01:43:43,-23.3156,-46.2214,68.65,94,23,2.39
442,Padang,ID,2021-09-19 01:43:44,-0.9492,100.3543,77.05,95,100,3.31
443,Iberia,US,2021-09-19 01:43:44,29.9502,-91.7507,80.67,83,1,3.44
444,Gaurela,IN,2021-09-19 01:43:44,22.75,81.9,74.73,84,100,1.34
445,Tembisa,ZA,2021-09-19 01:43:44,-25.9964,28.2268,49.3,85,0,9.04
446,Nongstoin,IN,2021-09-19 01:43:45,25.5167,91.2667,66.96,96,100,1.77
447,Markova,UA,2021-09-19 01:43:45,48.6758,24.4138,50.74,84,87,5.1
448,Samarai,PG,2021-09-19 01:43:45,-10.6167,150.6667,78.51,87,100,20.0
449,Arlit,NE,2021-09-19 01:43:46,18.7369,7.3853,88.97,11,0,6.96
450,Okhotsk,RU,2021-09-19 01:43:46,59.3833,143.3,50.36,66,93,5.3
451,Awbari,LY,2021-09-19 01:43:46,26.5921,12.7805,76.91,22,0,9.46
452,Maniwaki,CA,2021-09-19 01:43:47,46.3834,-75.966,54.14,87,28,3.44
453,Kahului,US,2021-09-19 01:43:47,20.8947,-156.47,86.02,64,40,24.16
454,Fengzhen,CN,2021-09-19 01:43:47,40.4394,113.1536,61.23,71,100,3.62
455,Touros,BR,2021-09-19 01:43:48,-5.1989,-35.4608,77.9,77,7,16.87
456,Puerto Penasco,MX,2021-09-19 01:43:48,31.3167,-113.5333,86.92,67,0,4.0
457,Guerrero Negro,MX,2021-09-19 01:43:48,27.9769,-114.0611,69.89,80,12,18.28
458,Boende,CD,2021-09-19 01:43:48,-0.2167,20.8667,68.56,97,100,0.94
459,Port Hueneme,US,2021-09-19 01:43:49,34.1478,-119.1951,77.02,76,1,17.27
460,Ust-Kuyga,RU,2021-09-19 01:43:49,70.0167,135.6,34.95,68,98,18.72
461,Dalhousie,IN,2021-09-19 01:43:49,32.5333,75.9833,60.8,88,95,1.14
462,Havre-Saint-Pierre,CA,2021-09-19 01:43:50,50.2334,-63.5986,53.6,93,1,5.75
463,Ust-Tsilma,RU,2021-09-19 01:43:50,65.441,52.1498,37.02,76,100,11.16
464,Bialogard,PL,2021-09-19 01:43:50,54.007,15.9875,50.9,69,50,3.89
465,Akyab,MM,2021-09-19 01:43:51,20.15,92.9,81.01,83,100,6.82
466,Roald,NO,2021-09-19 01:43:51,62.5833,6.1333,54.09,87,90,5.75
467,Kongwa,TZ,2021-09-19 01:43:51,-6.2,36.4167,61.61,77,8,4.43
468,Labuhan,ID,2021-09-19 01:43:52,-6.8844,112.2051,85.03,61,11,4.72
469,Fenoarivo,MG,2021-09-19 01:43:52,-18.933,47.4354,59.07,82,75,11.5
470,Kununurra,AU,2021-09-19 01:38:54,-15.7667,128.7333,84.18,65,32,5.75
471,Cabedelo,BR,2021-09-19 01:43:52,-6.9811,-34.8339,75.87,77,6,13.71
472,Kitimat,CA,2021-09-19 01:41:01,54.0524,-128.6534,53.98,48,100,1.59
473,Port Lincoln,AU,2021-09-19 01:43:53,-34.7333,135.8667,64.31,46,9,26.04
474,Vilhena,BR,2021-09-19 01:42:38,-12.7406,-60.1458,78.58,45,77,2.75
475,Harwich,GB,2021-09-19 01:43:53,51.9419,1.2844,63.5,90,100,8.79
476,Gangapur,IN,2021-09-19 01:43:53,26.4833,76.7167,75.67,91,35,9.15
477,Osvaldo Cruz,BR,2021-09-19 01:43:54,-21.7967,-50.8786,81.7,29,16,4.45
478,Mananjary,MG,2021-09-19 01:43:54,-21.2167,48.3333,65.68,79,100,10.6
479,Villa Maria,AR,2021-09-19 01:43:54,-32.4075,-63.2402,62.38,53,0,8.03
480,Varna,BG,2021-09-19 01:43:54,43.2167,27.9167,63.45,63,0,6.91
481,Kudahuvadhoo,MV,2021-09-19 01:43:55,2.6708,72.8944,82.54,74,99,6.15
482,Paraibano,BR,2021-09-19 01:43:55,-6.4331,-43.9836,78.42,37,2,2.8
483,Pombia,IT,2021-09-19 01:43:55,45.653,8.6336,66.45,91,0,3.44
484,Mayumba,GA,2021-09-19 01:43:56,-3.432,10.6554,74.35,86,91,5.86
485,Fillmore,US,2021-09-19 01:43:56,43.6666,-92.1002,70.79,63,1,4.61
486,Vieux-Habitants,GP,2021-09-19 01:43:56,16.0589,-61.7659,74.77,73,80,6.49
487,Fort-Shevchenko,KZ,2021-09-19 01:43:57,44.5086,50.263,59.36,49,5,15.99
488,Biltine,TD,2021-09-19 01:43:57,14.5333,20.9167,82.51,52,46,2.82
489,Bandarbeyla,SO,2021-09-19 01:43:57,9.4942,50.8122,78.98,78,100,22.26
490,Saryagash,KZ,2021-09-19 01:43:57,41.4511,69.1701,64.36,21,0,0.94
491,Florianopolis,BR,2021-09-19 01:43:58,-27.6146,-48.5012,66.25,83,75,9.22
492,Tulagi,SB,2021-09-19 01:43:58,-9.0996,160.1476,81.97,80,16,21.85
493,Miraflores,MX,2021-09-19 01:43:58,19.2167,-98.8083,59.65,95,99,3.53
494,Klyuchi,RU,2021-09-19 01:43:59,52.2667,79.1667,50.49,48,100,15.26
495,Nkoteng,CM,2021-09-19 01:43:59,4.5167,12.0333,68.02,99,99,2.39
496,Port Hedland,AU,2021-09-19 01:43:50,-20.3167,118.5667,89.65,9,2,9.22
497,Sangmelima,CM,2021-09-19 01:43:59,2.9333,11.9833,66.24,99,87,1.9
498,Siderno,IT,2021-09-19 01:44:00,38.2779,16.302,81.28,58,61,7.99
499,Champerico,GT,2021-09-19 01:44:00,14.3,-91.9167,84.29,83,30,6.78
500,Ugoofaaru,MV,2021-09-19 01:44:00,5.6667,73.0,82.31,77,24,8.99
501,Ukiah,US,2021-09-19 01:40:05,39.1502,-123.2078,65.52,89,90,5.75
502,Malindi,KE,2021-09-19 01:44:01,-3.2175,40.1191,74.91,85,4,12.48
503,Laguna,US,2021-09-19 01:44:02,38.421,-121.4238,75.7,66,1,8.01
504,Russell,US,2021-09-19 01:44:02,32.3502,-85.1999,73.96,91,20,0.0
505,Chicama,PE,2021-09-19 01:44:02,-7.8447,-79.1469,59.54,82,44,6.49
506,Xining,CN,2021-09-19 01:44:03,36.6167,101.7667,52.93,62,28,3.24
507,Lajeado,BR,2021-09-19 01:44:03,-29.4669,-51.9614,68.4,100,35,1.57
508,Abu Dhabi,AE,2021-09-19 01:39:39,24.4667,54.3667,89.62,55,0,4.61
509,General Roca,AR,2021-09-19 01:44:03,-39.0333,-67.5833,52.2,29,5,9.53
510,Kabanjahe,ID,2021-09-19 01:44:04,3.1001,98.4908,68.76,86,91,3.53
511,Ko Samui,TH,2021-09-19 01:44:04,9.5357,99.9357,84.11,74,20,11.5
512,Chachapoyas,PE,2021-09-19 01:44:04,-6.2317,-77.869,53.42,94,74,3.6
513,Jacksonville,US,2021-09-19 01:42:59,30.3322,-81.6556,82.4,85,90,8.05
514,Koga,JP,2021-09-19 01:44:05,33.7333,130.4667,80.49,65,40,8.05
515,Port-Gentil,GA,2021-09-19 01:44:05,-0.7193,8.7815,77.09,80,100,10.49
516,Sangar,RU,2021-09-19 01:44:05,63.9242,127.4739,38.44,74,59,17.58
517,Tabuk,PH,2021-09-19 01:44:06,17.4189,121.4443,85.62,68,60,5.39
518,Osoyoos,CA,2021-09-19 01:44:06,49.0331,-119.4524,64.81,45,77,10.36
519,Nicoya,CR,2021-09-19 01:44:06,10.1483,-85.452,76.55,92,100,2.59
520,Pilar,BR,2021-09-19 01:42:52,-9.5972,-35.9567,71.53,90,30,1.5
521,Qaqortoq,GL,2021-09-19 01:44:07,60.7167,-46.0333,41.5,97,100,6.26
522,Sao Joao Da Barra,BR,2021-09-19 01:44:07,-21.6403,-41.0511,73.24,87,7,7.74
523,Tukan,RU,2021-09-19 01:44:08,53.8409,57.4552,31.05,96,100,9.17
524,Saint-Pierre,RE,2021-09-19 01:44:08,-21.3393,55.4781,69.44,85,90,8.05
525,Mosquera,CO,2021-09-19 01:44:08,4.7059,-74.2302,55.49,82,40,2.3
526,Beringovskiy,RU,2021-09-19 01:44:08,63.05,179.3167,48.51,66,5,4.88
527,San Isidro,PE,2021-09-19 01:44:09,-12.1167,-77.05,59.25,85,90,1.01
528,Yanliang,CN,2021-09-19 01:44:09,34.6592,109.2292,67.19,95,100,8.46
529,Howard Springs,AU,2021-09-19 01:44:09,-12.497,131.047,89.82,46,65,10.36
530,Gillette,US,2021-09-19 01:44:10,44.2911,-105.5022,77.92,26,1,23.0
531,Kenai,US,2021-09-19 01:44:10,60.5544,-151.2583,59.05,55,1,6.91
532,Banjar,ID,2021-09-19 01:44:10,-8.19,114.9675,82.26,56,19,0.56
533,Champagnole,FR,2021-09-19 01:44:11,46.7445,5.9135,55.78,93,100,8.12
534,Portmore,JM,2021-09-19 01:44:11,17.9702,-76.8672,84.16,89,20,8.05
535,Acarau,BR,2021-09-19 01:44:11,-2.8856,-40.12,78.55,81,7,19.04
536,Luanda,AO,2021-09-19 01:42:09,-8.8368,13.2343,68.0,88,20,3.44
537,Dongzhen,CN,2021-09-19 01:44:12,22.3797,110.9389,85.78,69,0,2.64
538,Brovst,DK,2021-09-19 01:44:12,57.0956,9.528,54.12,76,90,6.91
539,Balatonfured,HU,2021-09-19 01:44:12,46.9619,17.8719,56.77,71,13,1.99
540,Kalagarh,IN,2021-09-19 01:44:12,29.5,78.75,78.69,79,0,1.97
541,Frederico Westphalen,BR,2021-09-19 01:44:13,-27.3592,-53.3944,65.77,96,75,2.93
542,Ulladulla,AU,2021-09-19 01:44:13,-35.35,150.4667,73.87,36,97,13.76
543,Nishihara,JP,2021-09-19 01:44:13,26.1842,127.7558,83.86,74,20,8.05
544,Tuscaloosa,US,2021-09-19 01:41:54,33.2098,-87.5692,74.93,99,1,3.44
545,Pangkalanbuun,ID,2021-09-19 01:44:14,-2.6833,111.6167,86.77,55,32,6.85
546,Jackson,US,2021-09-19 01:44:14,42.4165,-122.8345,66.07,53,75,10.36
547,Stornoway,GB,2021-09-19 01:44:14,58.2093,-6.3865,57.16,82,75,9.22
548,Honiara,SB,2021-09-19 01:41:11,-9.4333,159.95,87.28,67,26,11.61
549,Koupela,BF,2021-09-19 01:44:15,12.1794,-0.3517,76.44,78,81,7.94
550,Awjilah,LY,2021-09-19 01:44:15,29.1081,21.2869,77.68,35,0,8.23
551,Barahona,DO,2021-09-19 01:44:15,18.2085,-71.1008,80.8,79,6,9.62
552,Todos Santos,MX,2021-09-19 01:44:16,23.45,-110.2167,86.59,83,58,6.24
553,Meadow Lake,US,2021-09-19 01:44:16,34.8014,-106.5436,82.17,29,18,4.05
554,Dali,CN,2021-09-19 01:44:16,25.7,100.1833,63.01,93,99,4.68
555,Pandaria,IN,2021-09-19 01:44:17,22.2333,81.4167,77.02,83,99,1.19
556,Marienburg,PL,2021-09-19 01:44:17,54.0359,19.0266,53.26,74,44,7.02
557,Diglur,IN,2021-09-19 01:44:17,18.55,77.6,76.78,78,86,1.03
558,Zlobin,HR,2021-09-19 01:44:18,45.2924,14.6541,57.16,88,20,1.14
559,Mecca,SA,2021-09-19 01:41:39,21.4267,39.8261,85.03,33,22,6.02
560,Ouadda,CF,2021-09-19 01:44:18,8.0777,22.4007,66.76,97,96,1.43
561,Oranjemund,NA,2021-09-19 01:44:19,-28.55,16.4333,53.67,90,36,10.63
562,Mizdah,LY,2021-09-19 01:44:19,31.4451,12.9801,71.64,25,0,1.57
563,North Bend,US,2021-09-19 01:42:39,43.4065,-124.2243,65.95,87,90,18.41
564,Kinablangan,PH,2021-09-19 01:44:19,7.6947,126.5503,83.84,66,96,3.31
565,Yatou,CN,2021-09-19 01:44:20,37.15,122.3833,73.53,76,100,6.91
566,Bac Lieu,VN,2021-09-19 01:44:20,9.285,105.7244,84.04,72,100,10.16
567,Campamento,HN,2021-09-19 01:44:20,14.55,-86.65,70.88,74,100,0.54
568,Leninskoye,KZ,2021-09-19 01:44:21,41.7589,69.3864,62.53,21,0,2.77
569,Iracoubo,GF,2021-09-19 01:44:21,5.4802,-53.2011,79.21,84,34,7.16
570,Trat,TH,2021-09-19 01:44:21,12.5,102.5,87.26,87,100,3.09
571,Sao Felix Do Xingu,BR,2021-09-19 01:44:22,-6.6447,-51.995,77.04,53,11,0.85
572,Bereda,ES,2021-09-19 01:44:22,43.2686,-7.5406,54.0,100,78,1.16
573,Solnechnyy,RU,2021-09-19 01:44:22,50.7214,136.6319,55.96,30,0,13.82
574,Arco,IT,2021-09-19 01:44:22,45.9177,10.8867,70.18,97,100,2.19
