City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Amga,RU,60.8953,131.9608,38.64,86,11,1.81,few clouds
348,Anadyr,RU,64.75,177.4833,34.61,100,100,5.86,light rain
349,Helong,CN,42.5397,128.9972,47.37,96,30,2.33,scattered clouds
350,Kushima,JP,31.4583,131.2333,70.75,85,3,4.7,clear sky
351,Baykit,RU,61.67,96.37,33.93,97,100,5.26,light rain
352,Ostrovnoy,RU,68.0531,39.5131,44.98,79,20,20.33,few clouds
353,Ramos Arizpe,MX,25.55,-100.9667,72.82,55,1,0.0,clear sky
354,Ornskoldsvik,SE,63.2909,18.7153,51.62,100,90,24.16,moderate rain
355,Port Pirie,AU,-33.1833,138.0167,48.29,54,0,5.17,clear sky
356,College,US,64.8569,-147.8028,31.23,71,75,6.91,broken clouds
357,Richards Bay,ZA,-28.783,32.0377,67.51,68,77,18.28,broken clouds
358,Alto Araguaia,BR,-17.3147,-53.2153,99.46,15,36,7.43,scattered clouds
359,Isangel,VU,-19.55,169.2667,70.59,81,91,17.81,overcast clouds
360,Barra Do Corda,BR,-5.5,-45.25,100.24,27,76,7.81,broken clouds
361,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,93,90,16.11,overcast clouds
362,Road Town,VG,18.4167,-64.6167,89.64,66,20,8.05,few clouds
363,Warburton,PK,31.55,73.8333,75.4,71,77,8.16,broken clouds
364,Abu Samrah,SY,35.3029,37.1841,73.2,60,0,27.18,clear sky
365,Trzebiatow,PL,54.0615,15.2648,61.07,86,100,27.69,overcast clouds
366,Erzin,TR,36.9559,36.2,70.52,83,29,2.26,scattered clouds
367,Toamasina,MG,-18.1667,49.3833,69.75,80,2,5.97,clear sky
368,Axim,GH,4.8699,-2.2405,81.16,76,74,9.53,broken clouds
369,Hambantota,LK,6.1241,81.1185,82.74,89,20,6.91,few clouds
370,Guozhen,CN,34.3659,107.359,67.33,99,100,2.37,overcast clouds
371,Tucuma,BR,-0.1833,-50.05,90.27,53,26,8.86,scattered clouds
372,Manavalakurichi,IN,8.1333,77.3,82.49,84,51,17.38,broken clouds
373,Sola,VU,-13.8833,167.55,78.12,81,89,15.68,overcast clouds
374,Hobyo,SO,5.3505,48.5268,78.03,85,99,23.98,overcast clouds
375,Shafranovo,RU,53.9667,54.7667,51.51,53,96,5.57,overcast clouds
376,Lagoa,PT,39.05,-27.9833,69.03,65,56,10.71,broken clouds
377,Marau,BR,-28.4492,-52.2,62.83,72,100,5.57,moderate rain
378,Bakloh,IN,32.4667,75.9167,65.95,87,8,4.54,clear sky
379,Ca Mau,VN,9.1769,105.15,78.19,87,100,3.76,overcast clouds
380,Haicheng,CN,40.8516,122.7475,56.66,90,27,5.01,scattered clouds
381,Tautira,PF,-17.7333,-149.15,71.62,77,0,11.36,light rain
382,Esil,KZ,51.9556,66.4042,42.91,51,23,9.28,few clouds
383,Kaseda,JP,31.4167,130.3167,74.37,77,4,8.59,clear sky
384,Shimoda,JP,34.6667,138.95,75.61,81,100,11.81,overcast clouds
385,Gambela,ET,8.25,34.5833,75.94,83,64,0.65,broken clouds
386,Nome,US,64.5011,-165.4064,23.07,80,1,5.75,clear sky
387,Lixourion,GR,38.2019,20.4314,75.06,49,20,19.57,few clouds
388,Karasuk,RU,53.7377,78.0403,35.71,86,60,7.25,broken clouds
389,Flin Flon,CA,54.7682,-101.865,56.79,61,100,11.05,overcast clouds
390,Bonfim,BR,3.0833,-59.95,91.2,50,60,2.73,broken clouds
391,Pahrump,US,36.2083,-115.9839,83.17,27,65,1.99,broken clouds
392,Staryy Nadym,RU,65.6118,72.6842,39.36,83,100,15.48,overcast clouds
393,Nizhniy Tagil,RU,57.9194,59.965,40.46,78,9,3.15,clear sky
394,Along,IN,28.1667,94.7667,73.02,96,28,1.28,scattered clouds
395,Andros Town,BS,24.7,-77.7667,89.56,64,22,8.86,few clouds
396,Khuzdar,PK,27.7384,66.6434,78.85,49,100,6.22,overcast clouds
397,Bow Island,CA,49.8668,-111.3684,55.47,54,100,6.78,overcast clouds
398,Bambous Virieux,MU,-20.3428,57.7575,72.21,78,30,15.14,scattered clouds
399,Acarau,BR,-2.8856,-40.12,88.48,55,49,18.77,scattered clouds
400,Ivanivka,UA,46.7208,34.553,50.74,65,97,9.15,overcast clouds
401,Martapura,ID,-3.4167,114.85,78.89,89,90,3.44,light rain
402,Cap Malheureux,MU,-19.9842,57.6142,72.46,75,2,5.99,clear sky
403,Sechura,PE,-5.5569,-80.8222,73.49,62,55,6.89,broken clouds
404,Dubti,ET,11.7361,41.0853,95.58,29,8,13.47,clear sky
405,Kaitangata,NZ,-46.2817,169.8464,47.61,92,58,15.59,broken clouds
406,Lincoln,US,40.8,-96.667,73.13,41,1,5.01,clear sky
407,San Borja,BO,-14.8167,-66.85,101.16,25,81,3.58,broken clouds
408,Ixtapa,MX,20.7,-105.2,88.23,74,1,0.0,clear sky
409,Chinsali,ZM,-10.5414,32.0816,78.58,27,68,9.46,broken clouds
410,Juneau,US,58.3019,-134.4197,46.45,90,90,1.01,light rain
411,Eidsvoll,NO,60.3305,11.2616,59.72,64,0,3.0,clear sky
412,Ganganagar,IN,29.9167,73.8833,77.76,83,26,6.69,scattered clouds
413,Giyani,ZA,-23.3025,30.7187,73.58,26,0,5.66,clear sky
414,Kudahuvadhoo,MV,2.6708,72.8944,83.14,76,70,18.1,broken clouds
415,Cabedelo,BR,-6.9811,-34.8339,86.67,61,38,14.56,scattered clouds
416,Aksarayskiy,RU,46.7924,48.0119,62.55,80,100,7.4,overcast clouds
417,Airai,TL,-8.9266,125.4092,58.01,80,96,1.92,overcast clouds
418,Kandi,BJ,11.1342,2.9386,81.86,73,41,4.65,light rain
419,Mount Gambier,AU,-37.8333,140.7667,51.8,92,42,11.18,scattered clouds
420,Colares,PT,38.7992,-9.4469,78.98,52,20,10.36,few clouds
421,Taltal,CL,-25.4,-70.4833,65.98,59,11,6.11,few clouds
422,Hualmay,PE,-11.0964,-77.6139,66.94,71,77,8.28,broken clouds
423,Port Lincoln,AU,-34.7333,135.8667,53.94,88,0,9.24,clear sky
424,Houma,US,29.5958,-90.7195,75.2,52,0,10.45,clear sky
425,Groningen,NL,53.25,6.75,63.03,76,90,8.01,drizzle
426,Floresta,BR,-8.6011,-38.5686,96.24,28,64,11.05,broken clouds
427,Willowmore,ZA,-33.2926,23.4895,77.77,13,51,14.5,broken clouds
428,Pimenta Bueno,BR,-11.6725,-61.1936,106.05,15,51,4.23,broken clouds
429,Bubaque,GW,11.2833,-15.8333,82.44,72,100,5.79,overcast clouds
430,Olafsvik,IS,64.8945,-23.7142,40.35,97,100,18.72,overcast clouds
431,Bonthe,SL,7.5264,-12.505,82.45,73,83,8.43,broken clouds
432,Pochutla,MX,15.7432,-96.4661,88.83,56,26,3.02,scattered clouds
433,Sur,OM,22.5667,59.5289,87.37,61,7,1.45,clear sky
434,Mitsamiouli,KM,-11.3847,43.2844,77.2,78,41,4.21,scattered clouds
435,Turukhansk,RU,65.8167,87.9833,33.44,91,100,10.33,overcast clouds
436,Oranjestad,AW,12.524,-70.027,91.35,62,20,18.41,few clouds
437,Ahmadpur East,PK,29.1431,71.2598,88.56,54,25,12.97,scattered clouds
438,Erenhot,CN,43.6475,111.9767,63.54,62,94,10.4,overcast clouds
439,Lysva,RU,58.1086,57.8053,40.42,79,11,3.0,few clouds
440,Hamilton,US,39.1834,-84.5333,63.05,77,90,1.99,overcast clouds
441,Daura,NG,11.5538,11.4085,84.51,56,86,5.39,overcast clouds
442,Tadine,NC,-21.55,167.8833,66.42,63,29,15.23,scattered clouds
443,Qui Nhon,VN,13.7667,109.2333,77.05,87,100,8.7,light rain
444,Salinas,US,36.6777,-121.6555,70.97,91,90,4.61,mist
445,Oistins,BB,13.0667,-59.5333,89.69,66,40,12.66,scattered clouds
446,Alferrarede,PT,39.4833,-8.1667,74.59,72,96,1.99,overcast clouds
447,Zimapan,MX,20.75,-99.35,59.76,76,92,3.96,overcast clouds
448,Talnakh,RU,69.4865,88.3972,34.18,76,11,4.83,few clouds
449,Mahon,ES,39.8885,4.2658,77.56,78,75,16.11,broken clouds
450,Nouadhibou,MR,20.931,-17.0347,71.42,83,5,25.05,clear sky
451,Zhigansk,RU,66.7697,123.3711,40.6,76,99,5.01,overcast clouds
452,Owando,CG,-0.4819,15.8999,83.98,63,99,2.51,overcast clouds
453,Kalmunai,LK,7.4167,81.8167,83.17,79,88,3.98,overcast clouds
454,Qeshm,IR,26.9581,56.2719,93.07,64,1,10.29,clear sky
455,Tahe,CN,52.3333,124.7333,45.45,68,99,3.49,overcast clouds
456,Mehamn,NO,71.0357,27.8492,48.15,61,40,13.8,scattered clouds
457,Port Hawkesbury,CA,45.6169,-61.3485,76.08,70,25,5.01,scattered clouds
458,Byron Bay,AU,-28.65,153.6167,60.91,87,5,11.25,clear sky
459,Dharur,IN,18.8167,76.1167,72.79,85,100,7.52,moderate rain
460,Trofors,NO,65.5333,13.4063,49.87,85,100,3.2,overcast clouds
461,Sitka,US,57.0531,-135.33,53.49,71,90,26.46,light rain
462,Warrington,GB,53.3925,-2.5802,64.17,80,75,1.99,broken clouds
463,Lebanon,US,36.2081,-86.2911,67.44,65,1,9.22,clear sky
464,Brae,GB,60.3964,-1.353,49.91,65,95,14.12,overcast clouds
465,Sedhiou,SN,12.7081,-15.5569,89.94,59,69,2.06,light rain
466,Grand Gaube,MU,-20.0064,57.6608,72.37,75,3,5.99,clear sky
467,Beira,MZ,-19.8436,34.8389,72.28,68,1,10.04,clear sky
468,Katsuura,JP,35.1333,140.3,73.51,84,93,7.7,overcast clouds
469,Prainha,BR,-1.8,-53.48,95.74,38,15,7.05,few clouds
470,Geraldton,AU,-28.7667,114.6,57.61,94,0,9.22,clear sky
471,Saint-Pierre,RE,-21.3393,55.4781,71.28,74,0,16.11,clear sky
472,Elizabeth City,US,36.2946,-76.2511,80.65,93,75,5.01,broken clouds
473,Nalagarh,IN,31.05,76.7167,73.17,81,37,4.83,scattered clouds
474,Mpulungu,ZM,-8.7623,31.1141,80.83,42,29,1.01,scattered clouds
475,Bojnurd,IR,37.4747,57.329,79.21,17,5,2.44,clear sky
476,Joshimath,IN,30.5667,79.5667,65.46,88,87,1.81,overcast clouds
477,Srednekolymsk,RU,67.45,153.6833,35.26,70,100,5.53,overcast clouds
478,Dossor,KZ,47.5272,52.9811,71.13,26,98,26.69,overcast clouds
479,Batangafo,CF,7.3008,18.2833,77.54,89,76,3.83,light rain
480,Dubbo,AU,-32.25,148.6167,42.93,100,0,4.61,fog
481,Werda,BW,-25.2667,23.2833,80.91,18,0,4.56,clear sky
482,Poronaysk,RU,49.2167,143.1167,43.79,84,0,6.82,clear sky
483,Mogadishu,SO,2.0371,45.3438,78.26,85,28,15.84,scattered clouds
484,Nisia Floresta,BR,-6.0911,-35.2086,88.61,50,27,15.84,scattered clouds
485,Praia Da Vitoria,PT,38.7333,-27.0667,69.96,62,46,10.02,scattered clouds
486,Kiama,AU,-34.6833,150.8667,61.45,68,0,6.87,clear sky
487,Mahanoro,MG,-19.9,48.8,69.31,76,1,3.53,clear sky
488,Saint-Augustin,CA,51.226,-58.6502,49.89,88,100,8.43,light rain
489,La Cruz,MX,23.9167,-106.9,83.44,68,15,2.01,few clouds
490,San Diego De Los Banos,CU,22.6467,-83.3697,87.66,61,29,3.13,scattered clouds
491,Iaciara,BR,-14.0958,-46.6317,103.41,13,65,4.5,broken clouds
492,Kuantan,MY,3.8077,103.326,79.56,84,69,3.09,broken clouds
493,Viedma,AR,-40.8135,-62.9967,70.97,28,27,2.93,scattered clouds
494,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,64,90,8.05,overcast clouds
495,Yumen,CN,40.2833,97.2,65.44,28,100,6.24,overcast clouds
496,Bud,US,39.447,-86.1758,63.41,77,78,14.05,broken clouds
497,Lotofaga,WS,-13.9764,-171.8578,80.49,71,5,10.54,clear sky
498,Jardim,BR,-21.4803,-56.1381,101.3,19,72,1.57,broken clouds
499,Tahoua,NE,14.8888,5.2692,94.93,32,71,3.69,broken clouds
500,Honiara,SB,-9.4333,159.95,76.42,86,97,4.16,overcast clouds
501,Mandalgovi,MN,45.7625,106.2708,50.7,61,23,6.85,few clouds
502,Noumea,NC,-22.2763,166.4572,58.98,64,2,8.25,clear sky
503,Imperial,US,33.0334,-115.4175,91.08,31,74,2.37,broken clouds
504,Samarai,PG,-10.6167,150.6667,76.84,84,99,14.29,overcast clouds
505,Tupik,RU,54.4253,119.9327,46.99,93,77,3.49,broken clouds
506,Kincardine,GB,56.0667,-3.7167,62.19,84,75,11.18,broken clouds
507,Carutapera,BR,-1.195,-46.02,88.77,52,98,9.04,overcast clouds
508,Evensk,RU,61.95,159.2333,40.48,80,18,3.56,few clouds
509,Manokwari,ID,-0.8667,134.0833,77.72,84,99,6.44,overcast clouds
510,Greystones,IE,53.1408,-6.0631,66.88,77,97,4.21,overcast clouds
511,Port Hedland,AU,-20.3167,118.5667,66.25,68,95,5.75,overcast clouds
512,Gunjur,GM,13.2019,-16.7339,73.47,100,75,5.75,broken clouds
513,Orumiyeh,IR,37.5527,45.0761,67.44,30,0,6.49,clear sky
514,Gusinoye Ozero,RU,51.1144,106.2614,42.93,74,8,1.54,clear sky
515,Ayr,GB,55.4627,-4.6339,59.49,94,75,16.11,broken clouds
516,Bosaso,SO,11.2842,49.1816,90.93,55,9,2.55,clear sky
517,Ossora,RU,59.2353,163.0719,44.1,85,72,5.06,broken clouds
518,Winnipeg,CA,49.8844,-97.147,66.25,57,76,1.01,broken clouds
519,Owosso,US,42.9978,-84.1766,53.85,96,90,1.01,overcast clouds
520,Craig,US,40.5153,-107.5464,58.95,29,1,10.36,clear sky
521,Kodinsk,RU,58.6881,99.1844,30.72,94,85,1.14,overcast clouds
522,Constitucion,CL,-35.3333,-72.4167,62.11,56,3,10.85,clear sky
523,Mangrol,IN,21.1167,70.1167,80.31,84,52,8.3,broken clouds
524,Vila Do Maio,CV,15.1333,-23.2167,86.79,74,79,10.38,broken clouds
525,Barkot,IN,30.8167,78.2,68.52,81,100,2.06,overcast clouds
526,Half Moon Bay,US,37.4636,-122.4286,69.78,91,90,0.0,mist
527,Komsomolskiy,UZ,40.4272,71.7189,70.52,32,0,6.91,clear sky
528,Mattru,SL,7.6244,-11.8332,81.93,85,93,4.85,moderate rain
529,Gazanjyk,TM,39.2446,55.5154,83.26,11,45,9.66,scattered clouds
530,Beringovskiy,RU,63.05,179.3167,36.55,98,100,5.7,light rain
531,Safranbolu,TR,41.2508,32.6942,50.05,93,100,1.54,overcast clouds
532,Tres Arroyos,AR,-38.3739,-60.2798,62.47,59,31,8.1,scattered clouds
533,Preeceville,CA,51.95,-102.6677,63.73,41,36,17.43,scattered clouds
534,Bourail,NC,-21.5667,165.4833,62.13,72,26,7.09,scattered clouds
535,Cartagena,CO,10.3997,-75.5144,87.42,74,40,5.75,scattered clouds
536,Sobolevo,RU,54.4299,31.8996,41.47,95,100,4.79,overcast clouds
537,Smidovich,RU,48.6,133.8167,45.19,69,0,4.34,clear sky
538,Oron,NG,4.8256,8.2343,76.98,88,100,5.26,overcast clouds
539,Bani Walid,LY,31.7566,13.9942,91.08,36,33,21.23,scattered clouds
540,Omboue,GA,-1.5746,9.2618,79.74,75,84,10.83,broken clouds
541,Diapaga,BF,12.0708,1.7889,81.5,71,83,5.84,broken clouds
542,Lidkoping,SE,58.5052,13.1577,51.55,92,98,15.82,light rain
543,Ambon,ID,-3.6954,128.1814,77.13,89,99,10.2,heavy intensity rain
544,Cabatuan,PH,10.8794,122.486,75.49,90,96,5.55,overcast clouds
545,Neiafu,TO,-18.65,-173.9833,74.08,94,75,6.91,light rain
546,Kiknur,RU,57.3034,47.2011,47.8,92,100,11.45,overcast clouds
547,Humaita,BR,-7.5061,-63.0208,102.7,31,86,2.53,overcast clouds
548,Voi,KE,-3.3945,38.563,76.17,55,89,14.32,overcast clouds
549,Carauari,BR,-4.8828,-66.8958,90.37,53,100,2.73,overcast clouds
550,Itarema,BR,-2.9248,-39.9167,88.03,55,43,17.54,scattered clouds
551,Acajutla,SV,13.5928,-89.8275,85.84,62,55,4.5,broken clouds
552,Almaznyy,RU,48.0448,40.045,57.34,55,100,4.68,overcast clouds
553,Yarada,IN,17.65,83.2667,80.92,100,40,2.3,mist
554,Santa Isabel,BR,-23.3156,-46.2214,71.31,34,6,7.49,clear sky
555,Iquique,CL,-20.2208,-70.1431,60.84,69,6,8.37,clear sky
